part,severity,damage_area_ratio,yolo_confidence,severity_confidence,parts_cost,labor_cost,paint_cost,total_repair_cost
Hood,moderate,0.293,0.8531,0.4812,14287.398938534876,3222.986986458822,3272.713001758805,20783.1
Door,minor,0.0219,0.7027,0.6427,0.0,3292.0867449094185,1695.6938529054987,4987.78
Headlight,minor,0.0143,0.7337,0.606,0.0,1098.8657520181575,0.0,1098.87
Door,moderate,0.2546,0.5268,0.7325,12352.023759734959,2811.87670591221,3366.5977046810012,18530.5
Door,moderate,0.2234,0.7114,0.9773,0.0,4228.82635662845,3464.261580195061,7693.09
Fender,severe,0.9398,0.899,0.9629,6022.788057288369,4721.092015190052,10526.752651690727,21270.63
Light,minor,0.0534,0.7677,0.8075,0.0,539.4847761848043,0.0,800.0
Light,moderate,0.1281,0.6863,0.7777,0.0,1730.65855806157,0.0,1730.66
Headlight,moderate,0.1941,0.6087,0.4426,0.0,750.9763159469953,0.0,800.0
Hood,minor,0.0369,0.576,0.4094,0.0,1780.7794458624228,1602.0703006992646,3382.85
Fender,minor,0.0656,0.8473,0.899,0.0,2885.4509666654153,2121.1881729264637,5006.64
Bumper,minor,0.0381,0.6087,0.9065,0.0,1535.2489295615212,1920.6008721282942,3455.85
Windshield,minor,0.01,0.9327,0.8861,0.0,1343.1853837257495,0.0,1343.19
Fender,minor,0.0268,0.5449,0.5571,0.0,1487.9818895887674,1857.6078452413565,3345.59
Bumper,moderate,0.2611,0.7994,0.5619,5407.5100816140175,1859.9134561129404,4339.4766074986355,11606.9
Fender,moderate,0.1335,0.7785,0.4346,0.0,3284.0134745700266,2335.5657632437687,5619.58
Light,minor,0.0507,0.9159,0.8736,4322.21645106343,1368.5208844627064,0.0,5690.74
Bumper,moderate,0.3216,0.8052,0.5113,5620.351973284702,1576.9410406898319,3527.473529105316,10724.77
Light,minor,0.0513,0.6799,0.8762,0.0,1131.5654459764303,0.0,1131.57
Fender,minor,0.039,0.737,0.8881,0.0,2172.237875608396,3100.9659899388907,5273.2
Fender,moderate,0.4693,0.9063,0.9507,6590.953490523971,4063.2146648871635,5042.313059320913,15696.48
Headlight,moderate,0.2676,0.4785,0.7054,0.0,1233.9351815332047,0.0,1233.94
Bumper,moderate,0.3945,0.7754,0.5492,0.0,3784.81483463878,3755.5563636017237,7540.37
Trunk,minor,0.01,0.7042,0.7128,0.0,2683.7140491592945,2524.230866426966,5207.94
Light,moderate,0.229,0.7307,0.4595,0.0,1697.636431082559,0.0,1697.64
Windshield,severe,0.5934,0.9773,0.5223,6623.1356331393235,3033.470090036483,0.0,9656.61
Fender,severe,0.3,0.9051,0.6206,4164.043370068522,3853.5214689096983,3072.9290469389675,11090.49
Bumper,minor,0.083,0.913,0.6733,0.0,1884.914824059153,2405.888839647648,4290.8
Door,moderate,0.1943,0.4824,0.7953,0.0,3499.389431717934,2151.432046107414,5650.82
Door,minor,0.1228,0.7928,0.6122,0.0,4009.639487204119,2878.0594371316797,6887.7
Trunk,moderate,0.3608,0.739,0.6492,15051.841858934273,3636.8123836267455,3848.5146704338986,22537.17
Headlight,severe,0.7992,0.7385,0.6399,10277.458418373895,1917.282081085,0.0,12194.74
Door,severe,0.722,0.7733,0.8439,13395.800712917708,5166.626116613477,6366.206862891508,24928.63
Windshield,moderate,0.2162,0.8838,0.6274,0.0,2599.4782344096575,0.0,2599.48
Door,moderate,0.3474,0.6437,0.7346,9963.233318184544,4185.173069182954,4039.1203753383948,18187.53
Bumper,moderate,0.2167,0.9378,0.5386,5783.623180619755,1750.2756490914392,2469.8597932809193,10003.76
Door,severe,0.4282,0.9785,0.9083,7528.450498839887,4541.749184328861,6045.785427096587,18115.99
Bumper,minor,0.0474,0.5705,0.738,0.0,1863.7160431292104,2531.6395764857734,4395.36
Windshield,minor,0.0142,0.6518,0.6318,0.0,2205.5727139408477,0.0,2205.57
Windshield,moderate,0.339,0.4916,0.5969,10551.512808978832,1653.3256286577423,0.0,12204.84
Trunk,minor,0.0345,0.5522,0.4903,0.0,3126.511501173111,2393.8610490009078,5520.37
Windshield,moderate,0.1,0.6254,0.5162,7071.774084933811,2495.852782960185,0.0,9567.63
Windshield,moderate,0.2599,0.6546,0.5882,4785.909777831892,1828.4181685153933,0.0,6614.33
Headlight,minor,0.0575,0.8738,0.5625,0.0,1211.0697038983176,0.0,1211.07
Fender,minor,0.1082,0.4801,0.5951,0.0,3465.4842935549214,2933.7266483172375,6399.21
Trunk,severe,0.8008,0.7965,0.6286,15099.937211317618,5025.53184849035,5212.142007537932,25337.61
Fender,moderate,0.1267,0.721,0.6693,4628.353883858176,2640.7086281330044,3769.2214103864544,11038.28
Bumper,minor,0.0373,0.9095,0.5918,0.0,1955.223874794203,2756.684455246347,4711.91
Bumper,moderate,0.1511,0.8076,0.5996,5417.975650753612,2389.8193666082366,2450.5090646983335,10258.3
Trunk,severe,0.3,0.9647,0.8763,10009.5889627856,3757.3764950394107,3917.9864453830783,17684.95
Trunk,minor,0.01,0.9096,0.5182,0.0,2000.412212821579,2400.9841215617894,4401.4
Hood,minor,0.0583,0.968,0.9418,0.0,2849.4887638095943,1941.2132563729806,4790.7
Hood,moderate,0.2629,0.7147,0.4226,0.0,3948.414590891236,5066.726145424372,9015.14
Headlight,minor,0.0381,0.7198,0.5511,0.0,1238.1758453493965,0.0,1238.18
Headlight,moderate,0.2674,0.7019,0.938,0.0,1661.0047615206984,0.0,1661.0
Bumper,severe,0.6389,0.5544,0.4408,4715.169720247528,3915.4718108797406,5508.572201091444,14139.21
Trunk,moderate,0.1871,0.5985,0.4802,15451.08739779063,2294.4106421992524,2941.7898735275076,20687.29
Fender,minor,0.0563,0.6263,0.4689,0.0,2211.8936482603067,2806.4097151313335,5018.3
Bumper,moderate,0.3278,0.6148,0.9635,0.0,2998.9012178997896,4855.554484148313,7854.46
Hood,minor,0.0219,0.8436,0.9202,0.0,3007.163804731234,2742.5312363971334,5749.7
Door,minor,0.0754,0.69,0.8724,0.0,3057.598534525671,2169.1435027312987,5226.74
Trunk,minor,0.1062,0.6707,0.4744,0.0,2811.861905496167,1973.5740278406668,4785.44
Light,moderate,0.1861,0.8001,0.7312,0.0,1434.8755011364663,0.0,1434.88
Light,moderate,0.2937,0.802,0.8303,0.0,1265.432277797229,0.0,1265.43
Hood,severe,0.4812,0.7062,0.8853,10729.752052288097,2923.54695974375,4745.080387880911,18398.38
Light,moderate,0.2973,0.7028,0.5727,8295.899804938499,1371.3249227750473,0.0,9667.22
Windshield,severe,0.4779,0.4772,0.6078,6096.262136027904,2338.5403028423984,0.0,8434.8
Trunk,moderate,0.2061,0.7619,0.7464,11175.867719411555,2818.0216570269695,4149.176175748537,18143.07
Trunk,severe,0.5999,0.8462,0.9688,15289.393429038397,4636.166101036806,6173.999054739411,26099.56
Door,moderate,0.1428,0.8223,0.4596,0.0,3339.729533171,2783.459714227504,6123.19
Door,moderate,0.1798,0.6398,0.6499,0.0,3622.599449542603,2604.5045855780522,6227.1
Headlight,minor,0.0578,0.7881,0.8019,0.0,944.7137249256036,0.0,944.71
Light,moderate,0.2542,0.7618,0.4983,0.0,830.5604823951564,0.0,830.56
Headlight,minor,0.03,0.6736,0.4557,0.0,1594.2410561107993,0.0,1594.24
Door,moderate,0.3684,0.6157,0.4154,9908.928800473925,3414.3393562827837,3669.173693192363,16992.44
Windshield,moderate,0.152,0.9765,0.4114,6914.717832415383,2171.8587909279904,0.0,9086.58
Door,minor,0.0369,0.5044,0.9342,0.0,2662.986160358337,2270.0978116764427,4933.08
Fender,minor,0.0576,0.5857,0.7594,0.0,2579.823854688883,2090.731435756193,4670.56
Trunk,moderate,0.2169,0.8781,0.8992,12925.149665502682,3154.103100890382,3959.4140968437623,20038.67
Trunk,minor,0.0302,0.5262,0.9711,0.0,2853.2895031484636,2294.3796975069977,5147.67
Windshield,minor,0.0565,0.8048,0.9527,0.0,1184.9241987799726,0.0,1184.92
Light,severe,0.5403,0.926,0.6209,5767.569372854347,1489.5276543582715,0.0,7257.1
Bumper,moderate,0.3852,0.6309,0.8556,0.0,2162.9739206591894,3440.4744814619867,5603.45
Hood,severe,0.7269,0.7494,0.5391,14647.857490015116,3595.4578947079594,4366.837979507315,22610.15
Fender,moderate,0.3245,0.7815,0.9212,0.0,2563.4800454178067,4358.074318995495,6921.55
Headlight,minor,0.0625,0.8331,0.45,0.0,1015.5755498639578,0.0,1015.58
Fender,severe,0.551,0.623,0.7426,4655.195795341532,3982.7224403602954,5064.854596040049,13702.77
Trunk,moderate,0.3308,0.4871,0.6052,18173.998162811702,3664.827638588469,3438.5004866482423,25277.33
Fender,minor,0.0316,0.8474,0.5556,0.0,2493.453549115889,2494.0875156515563,4987.54
Door,moderate,0.3044,0.4725,0.7543,9108.419330674089,3321.1090504619474,3568.4944479744327,15998.02
Hood,minor,0.0785,0.5638,0.863,0.0,2507.071471574398,2082.289981564902,4589.36
Headlight,minor,0.055,0.4953,0.9776,0.0,667.7925756732529,0.0,800.0
Headlight,moderate,0.3763,0.6968,0.6524,0.0,1665.510421615718,0.0,1665.51
Bumper,minor,0.0154,0.8509,0.6336,0.0,1229.1442013692179,2573.3734270407917,3802.52
Headlight,minor,0.0541,0.547,0.8935,0.0,593.7285258314372,0.0,800.0
Windshield,moderate,0.2967,0.4816,0.4596,9547.616414139025,2823.947637446316,0.0,12371.56
Light,minor,0.0605,0.4982,0.901,0.0,1076.2332170535058,0.0,1076.23
Trunk,minor,0.06,0.7752,0.5082,0.0,3236.254475381157,3036.1610642461424,6272.42
Door,moderate,0.1,0.9049,0.7193,0.0,3384.184027753093,3679.7346421435054,7063.92
Headlight,minor,0.0113,0.5277,0.4984,0.0,1141.7513371108103,0.0,1141.75
Bumper,moderate,0.1481,0.5697,0.9028,0.0,1993.5052275547823,2668.489171930248,4661.99
Fender,severe,0.5144,0.4582,0.9259,6116.367626484035,3064.712082518484,5127.049881609382,14308.13
Hood,moderate,0.4169,0.7816,0.5981,0.0,2422.341337336363,4399.075580841506,6821.42
Windshield,minor,0.0104,0.756,0.4783,0.0,1041.5960695162605,0.0,1041.6
Fender,minor,0.0722,0.7366,0.637,0.0,2662.676617727132,1834.5417746192813,4497.22
Fender,moderate,0.188,0.9419,0.7855,0.0,3259.2369580683985,3387.132028175952,6646.37
Trunk,moderate,0.3136,0.6385,0.4078,0.0,4040.675833563344,3685.411624770974,7726.09
Door,moderate,0.3016,0.8601,0.4253,0.0,3075.3894072706958,5018.963480257265,8094.35
Windshield,minor,0.0502,0.9498,0.5515,0.0,2110.1138688518186,0.0,2110.11
Door,severe,0.8014,0.7018,0.5762,14943.358843592601,8647.670773148287,9660.792774134306,33251.82
Headlight,moderate,0.2543,0.8051,0.8097,7714.725137812463,1555.5367776191608,0.0,9270.26
Windshield,severe,0.4039,0.7753,0.7699,9983.570242650248,1969.6011008968,0.0,11953.17
Windshield,minor,0.038,0.6872,0.7127,12022.727783796556,1441.6422724835004,0.0,13464.37
Windshield,minor,0.0575,0.7342,0.954,0.0,1703.1444716986766,0.0,1703.14
Windshield,moderate,0.1,0.7931,0.6997,9458.43453085617,2370.406695474269,0.0,11828.84
Trunk,moderate,0.3756,0.6447,0.9416,15604.408473038884,2721.7669080749606,4242.141739520628,22568.32
Fender,minor,0.0117,0.9709,0.448,0.0,2504.056235111534,2719.0515987435574,5223.11
Door,moderate,0.3247,0.6403,0.8731,0.0,4514.0616596879545,2915.5006047743295,7429.56
Trunk,minor,0.0142,0.6422,0.9759,0.0,2475.8797845412673,2150.5651417055274,4626.44
Trunk,moderate,0.3047,0.773,0.458,0.0,2328.3101523965565,3167.0195518342857,5495.33
Hood,moderate,0.2061,0.7831,0.91,11553.93838912902,2864.255141833974,2024.9424483355172,16443.14
Hood,minor,0.0252,0.4808,0.7158,0.0,1982.032912784045,2337.1555070213367,4319.19
Fender,moderate,0.3562,0.9327,0.5853,0.0,4704.047789191758,4973.500250458753,9677.55
Trunk,moderate,0.147,0.5078,0.5424,0.0,2667.0513072496724,2594.3634744713286,5261.41
Windshield,minor,0.0851,0.8607,0.6074,0.0,2252.69563908205,0.0,2252.7
Bumper,severe,0.7723,0.79,0.5296,7882.218472799351,2960.2265526449182,5461.653300687205,16304.1
Headlight,minor,0.0177,0.6238,0.6784,0.0,1130.8433870980928,0.0,1130.84
Light,minor,0.0966,0.8059,0.4646,0.0,1358.8708130883226,0.0,1358.87
Hood,severe,0.7076,0.9556,0.7298,14370.792620152457,4856.335751630495,6010.738926629456,25237.87
Trunk,moderate,0.1007,0.9345,0.721,15118.685613713524,3534.9945828750338,2144.8011944450072,20798.48
Fender,moderate,0.2292,0.5007,0.6892,0.0,3174.539135053038,2706.494859142899,5881.03
Light,minor,0.0658,0.8016,0.6631,0.0,1467.1108979537767,0.0,1467.11
Light,severe,0.4119,0.6071,0.6659,10581.36462514376,1315.3505512945333,0.0,11896.72
Hood,minor,0.0394,0.5504,0.543,0.0,3017.6424827198707,2261.0899272159463,5278.73
Headlight,minor,0.0153,0.8758,0.9403,0.0,954.9512578118793,0.0,954.95
Bumper,moderate,0.1988,0.9608,0.6321,0.0,2391.7577643067243,2615.5517447157454,5007.31
Trunk,moderate,0.2701,0.7086,0.5711,15223.685328788368,2788.5806871248255,4361.185812933508,22373.45
Windshield,moderate,0.3544,0.8288,0.8296,8244.734362682962,2857.2734164193903,0.0,11102.01
Bumper,moderate,0.1849,0.9598,0.9187,0.0,1730.142146513341,3493.9883556727896,5224.13
Light,minor,0.0554,0.7824,0.8742,0.0,1087.7051492287937,0.0,1087.71
Bumper,moderate,0.2293,0.7273,0.7026,0.0,2976.9512748603734,2978.4380900663755,5955.39
Light,minor,0.0418,0.7515,0.5545,0.0,1148.2946656707768,0.0,1148.29
Windshield,minor,0.0417,0.9159,0.7187,0.0,2612.5678752894773,0.0,2612.57
Windshield,minor,0.0498,0.549,0.7709,0.0,1683.4875911594409,0.0,1683.49
Light,minor,0.0903,0.9363,0.9223,0.0,1454.6971951262728,0.0,1454.7
Door,moderate,0.5,0.5204,0.6369,0.0,4242.37536085358,4202.52250811732,8444.9
Fender,minor,0.0552,0.7786,0.7941,3287.561516926438,2298.9797223316,1988.1612954993764,7574.7
Windshield,moderate,0.1472,0.8437,0.9334,0.0,1723.6250768717816,0.0,1723.63
Trunk,moderate,0.4091,0.6374,0.6348,0.0,3226.825394162775,3750.7097496258934,6977.54
Windshield,severe,0.6396,0.9228,0.8902,6728.835759113881,2771.561674475405,0.0,9500.4
Fender,moderate,0.3533,0.8638,0.783,7048.288663204019,2877.533650336431,4050.054266569148,13975.88
Windshield,severe,0.4643,0.624,0.9191,5330.445903352343,2271.1275665536664,0.0,7601.57
Light,moderate,0.2241,0.6204,0.4545,0.0,1663.9886090484256,0.0,1663.99
Fender,moderate,0.1,0.8931,0.445,0.0,2423.7840255421097,2242.0380488011006,4665.82
Bumper,moderate,0.3503,0.9499,0.7085,0.0,1991.3552325733185,2756.410203039942,4747.77
Fender,moderate,0.1819,0.4967,0.4496,0.0,2027.1064231206637,2920.938807010684,4948.05
Door,minor,0.0137,0.7948,0.8273,0.0,2369.980440870862,1644.3272850877806,4014.31
Light,moderate,0.4362,0.5264,0.7686,0.0,2101.6207094684414,0.0,2101.62
Light,severe,0.7912,0.6615,0.9021,4587.985093236974,2086.146224063501,0.0,6674.13
Bumper,minor,0.0924,0.6403,0.6843,0.0,1859.9437972291144,3230.9709043729117,5090.91
Trunk,moderate,0.2361,0.603,0.8475,0.0,2899.341821346367,3075.3013229054022,5974.64
Hood,minor,0.0485,0.9019,0.7823,0.0,3004.430160828973,2454.3329490672077,5458.76
Headlight,moderate,0.1463,0.6551,0.457,0.0,1204.2036501736475,0.0,1204.2
Fender,moderate,0.2228,0.8423,0.5932,0.0,2921.587924973973,3524.280147870444,6445.87
Light,moderate,0.2067,0.767,0.7668,7389.727066774429,1254.1880080130688,0.0,8643.92
Hood,moderate,0.2569,0.8522,0.6895,0.0,2410.4543603458246,3047.8121100683743,5458.27
Hood,minor,0.0342,0.7782,0.7233,0.0,2035.2296268273913,1962.6473756555615,3997.88
Hood,moderate,0.4295,0.6385,0.7523,0.0,3733.804916210226,3837.711989122864,7571.52
Door,minor,0.0689,0.738,0.5829,0.0,2286.0259488872734,2659.8167399333092,4945.84
Headlight,severe,0.6257,0.6128,0.9761,8465.12322955103,1980.244462650246,0.0,10445.37
Fender,minor,0.066,0.4592,0.5696,0.0,3045.202269988885,1711.9303324153175,4757.13
Hood,minor,0.0795,0.8455,0.411,0.0,2242.1445481189885,3162.4297462119207,5404.57
Bumper,minor,0.0711,0.61,0.7542,0.0,1691.3587686730848,1993.6410878359375,3685.0
Bumper,severe,0.513,0.9648,0.8647,0.0,2874.935555378358,6116.050241489668,8990.99
Trunk,minor,0.0577,0.9071,0.944,0.0,2380.1415636633806,2269.1714861489786,4649.31
Door,minor,0.0774,0.4601,0.7805,0.0,2795.9252077091733,2057.058245260017,4852.98
Light,severe,0.5609,0.6004,0.5654,10929.674995624246,1771.6946951432376,0.0,12701.37
Trunk,moderate,0.2276,0.7877,0.9042,0.0,2686.3639905582077,3188.7887306212892,5875.15
Headlight,minor,0.083,0.6242,0.8345,0.0,1738.392639746907,0.0,1738.39
Trunk,severe,0.5843,0.7876,0.5743,14518.513619244359,5704.1230401978755,6556.588553948179,26779.23
Door,moderate,0.3356,0.4547,0.5862,0.0,4264.394164855243,4802.419036984726,9066.81
Light,moderate,0.2074,0.5487,0.9664,13041.308493829252,1102.387028956519,0.0,14143.7
Light,moderate,0.4352,0.6847,0.7076,0.0,1706.0150826542035,0.0,1706.02
Door,severe,0.5755,0.9256,0.8971,14476.431335341103,5583.106818021376,3376.4135160858104,23435.95
Headlight,minor,0.062,0.4706,0.64,0.0,1131.4007342389918,0.0,1131.4
Fender,severe,0.8037,0.4718,0.9216,6441.099646229941,6019.694149945108,6664.708792217534,19125.5
Fender,moderate,0.2707,0.7131,0.9102,0.0,2342.977050574007,4756.582155458999,7099.56
Light,minor,0.0787,0.8374,0.6362,0.0,900.0379197678548,0.0,900.04
Hood,minor,0.0307,0.9752,0.6065,0.0,2591.2655087548164,2104.1686628541465,4695.43
Trunk,moderate,0.2567,0.7543,0.7743,0.0,2781.806669442461,4366.103754461868,7147.91
Light,moderate,0.3209,0.868,0.4557,9053.278096105143,1819.248717413831,0.0,10872.53
Hood,severe,0.4017,0.8476,0.7711,15911.281428316062,3417.400194101943,3787.741360516204,23116.42
Light,severe,0.8153,0.845,0.5385,7370.417286823495,2540.7951227618837,0.0,9911.21
Windshield,moderate,0.4665,0.8407,0.8602,0.0,1988.7031671000432,0.0,1988.7
Light,minor,0.0343,0.8604,0.7461,10225.815868667316,960.6811510263092,0.0,11186.5
Door,minor,0.0455,0.4926,0.6001,0.0,2653.624718489776,2123.8977164946514,4777.52
Fender,moderate,0.1,0.4696,0.7678,0.0,3015.3019598770725,1762.8392261105525,4778.14
Fender,minor,0.0989,0.9355,0.4412,0.0,2358.477441362558,2938.6098342364307,5297.09
Hood,severe,0.4157,0.7335,0.5911,10707.687882977203,5120.115147450996,5012.421436720603,20840.22
Door,moderate,0.2502,0.69,0.446,0.0,4714.550230840217,4656.4804649258085,9371.03
Bumper,minor,0.0917,0.9636,0.9173,0.0,1914.7851474283539,2075.737752163534,3990.52
Door,minor,0.01,0.6218,0.6531,0.0,2937.7415715607863,2339.635696750246,5277.38
Bumper,moderate,0.2989,0.6652,0.576,6785.645941250562,1498.5660333070266,3371.401850073356,11655.61
Light,moderate,0.2723,0.7957,0.5392,0.0,1021.3020075194831,0.0,1021.3
Door,severe,0.5212,0.8213,0.6441,9332.511591339615,5689.022105859887,4259.708562589233,19281.24
Door,minor,0.0475,0.7528,0.9651,0.0,2892.7569811670173,2745.2293157680656,5637.99
Door,moderate,0.3475,0.784,0.9468,7604.582970428993,3553.822854396643,3834.8633019084023,14993.27
Door,severe,0.4006,0.5977,0.8796,12368.767748503538,3531.460657346483,4455.4816786321035,20355.71
Bumper,minor,0.0501,0.627,0.5069,0.0,1384.3306467895998,2967.768940151364,4352.1
Headlight,minor,0.0626,0.8506,0.7427,8491.235812532483,746.388247120156,0.0,9237.62
Door,moderate,0.1964,0.63,0.703,0.0,3128.8205794602372,3044.393082497371,6173.21
Headlight,minor,0.0864,0.527,0.7632,0.0,841.6245555332374,0.0,841.62
Windshield,moderate,0.1386,0.5557,0.5263,0.0,2603.432122478506,0.0,2603.43
Trunk,moderate,0.382,0.4682,0.8845,0.0,3780.3918415878356,3643.166918773959,7423.56
Trunk,moderate,0.2765,0.9497,0.8773,0.0,3614.574538082511,3408.7698273564374,7023.34
Trunk,severe,0.7064,0.7174,0.461,0.0,4637.986633700367,7455.646406308678,12093.63
Light,moderate,0.1948,0.8011,0.4046,0.0,991.6661689435803,0.0,991.67
Fender,severe,0.6702,0.5723,0.4605,6612.777882206083,5503.649776510255,6684.734966783201,18801.16
Hood,moderate,0.2177,0.8143,0.7073,0.0,3107.785457422045,3145.848522279806,6253.63
Fender,moderate,0.2691,0.6807,0.539,0.0,2600.8400303907483,3679.520409589704,6280.36
Door,minor,0.0534,0.675,0.5568,0.0,2928.884474729674,1510.1895010121984,4439.07
Hood,minor,0.0398,0.8149,0.745,0.0,2053.1658940776374,2299.6741829765965,4352.84
Light,minor,0.0205,0.5204,0.7306,0.0,1276.693330559755,0.0,1276.69
Door,moderate,0.3761,0.754,0.4264,11849.278281008343,4324.709867889575,3093.861285656006,19267.85
Trunk,severe,0.4147,0.6408,0.6509,16036.898327706826,3428.24654401455,3347.9004763860758,22813.05
Door,moderate,0.3903,0.7542,0.5373,15658.576892992029,3410.105873536431,4014.748956804186,23083.43
Hood,severe,0.6607,0.7828,0.9591,18210.482219751342,3738.3923682852815,5719.6955269494065,27668.57
Door,moderate,0.1146,0.8386,0.7407,9211.038156453476,3859.9620021372784,3640.159781614265,16711.16
Windshield,minor,0.0638,0.7033,0.7967,0.0,2258.752415691292,0.0,2258.75
Hood,severe,0.7456,0.8086,0.5171,16418.876985541523,3289.744245329417,5736.929397886565,25445.55
Headlight,moderate,0.1624,0.8822,0.74,0.0,1210.2330093834246,0.0,1210.23
Windshield,moderate,0.2291,0.953,0.612,4813.996406024313,3107.4637884555527,0.0,7921.46
Trunk,severe,0.7462,0.6258,0.5762,16572.890264662834,5592.522189361108,6294.080797316723,28459.49
Light,minor,0.0972,0.8224,0.5872,0.0,1452.4544753009802,0.0,1452.45
Hood,severe,0.7323,0.894,0.6714,16331.789365511724,5257.614819711171,4801.9245846213125,26391.33
Hood,moderate,0.3732,0.5922,0.6063,0.0,3228.9944009383594,4432.420358640113,7661.41
Windshield,moderate,0.1722,0.5226,0.7614,0.0,2178.155318076949,0.0,2178.16
Hood,moderate,0.1302,0.8127,0.6597,0.0,2196.17388921442,2810.661967850363,5006.84
Light,minor,0.0454,0.8214,0.6558,0.0,1206.617713419339,0.0,1206.62
Light,minor,0.0468,0.6465,0.5367,0.0,1236.5280003737732,0.0,1236.53
Hood,moderate,0.3962,0.8984,0.4033,0.0,3109.488165660115,4697.35313826007,7806.84
Windshield,moderate,0.1,0.9602,0.9266,0.0,2189.1849555541894,0.0,2189.18
Light,moderate,0.2553,0.8128,0.9479,0.0,1530.049516463531,0.0,1530.05
Fender,severe,0.4273,0.7215,0.5183,6481.8044933413685,3283.41365966153,6018.94594283029,15784.16
Bumper,moderate,0.1,0.515,0.8651,4138.873124590792,2885.2273124832936,2590.2692075716122,9614.37
Fender,minor,0.0695,0.4892,0.8638,5457.088076151457,2714.168374514467,2529.2648374090595,10700.52
Windshield,severe,0.8278,0.7651,0.9436,10194.983236983222,4204.611881577227,0.0,14399.6
Hood,minor,0.088,0.9349,0.7957,0.0,2553.3796911224686,2481.705931762015,5035.09
Hood,severe,0.6035,0.7074,0.6993,14504.472303615252,3355.8282159131118,5263.398004980365,23123.7
Bumper,moderate,0.311,0.8192,0.4538,8479.067253401498,1916.4332029150005,3714.363257289032,14109.86
Bumper,minor,0.0563,0.7518,0.6889,0.0,2395.2030707460667,1970.9632038518964,4366.17
Windshield,minor,0.06,0.6771,0.6799,0.0,1978.3306047816413,0.0,1978.33
Bumper,moderate,0.3981,0.6648,0.862,0.0,3457.104345537564,3990.7114912247807,7447.82
Headlight,moderate,0.3612,0.7249,0.9055,9442.88536651502,1574.2909078832815,0.0,11017.18
Bumper,severe,0.6725,0.5735,0.428,8242.871149562014,4443.89602762318,8321.990820139996,21008.76
Door,moderate,0.1815,0.5787,0.667,7933.895608311752,3315.310394093779,4297.430022890581,15546.64
Trunk,moderate,0.3261,0.8711,0.5139,13657.756368909688,4331.967814393887,3480.197467731353,21469.92
Windshield,minor,0.0557,0.5518,0.8257,0.0,1420.2465906815821,0.0,1420.25
Trunk,severe,0.7271,0.7746,0.6121,16390.465811443424,4977.385929359922,7891.677131612988,29259.53
Trunk,moderate,0.1,0.7842,0.65,16223.028180118754,2365.273178910703,2529.2772443327804,21117.58
Trunk,severe,0.7331,0.8623,0.8426,16825.947123742393,4047.618993727415,5792.206176237588,26665.77
Hood,minor,0.0215,0.5876,0.9528,0.0,2266.6387425899507,2071.8515975032446,4338.49
Bumper,minor,0.0462,0.9222,0.6357,0.0,2331.2621706320124,2786.6590870027685,5117.92
Door,severe,0.5119,0.7871,0.4091,10142.426175430151,4659.642950390857,5247.585795973492,20049.65
Hood,severe,0.7176,0.525,0.4706,10986.995061891923,4555.921716568194,5688.310146106608,21231.23
Hood,moderate,0.2664,0.7477,0.5905,11098.707341175443,3524.731525061094,3032.1478989862417,17655.59
Trunk,severe,0.537,0.6749,0.74,13502.215783769603,5298.051854228135,5483.508161347577,24283.78
Fender,minor,0.0364,0.9507,0.5444,0.0,2733.9585784644805,2255.5076654029285,4989.47
Headlight,severe,0.5337,0.4957,0.8556,4907.572314740491,957.0477124708704,0.0,5864.62
Fender,moderate,0.2568,0.8281,0.4835,0.0,2890.7720112585866,2783.3735941885484,5674.15
Door,severe,0.5403,0.8982,0.6839,13390.861771973847,5703.396136137327,5312.767545207085,24407.03
Door,minor,0.0422,0.9509,0.9047,0.0,2638.7904815234942,2269.2293664440654,4908.02
Fender,moderate,0.1828,0.8094,0.9593,7165.155329277805,2499.7039986152663,3166.096837590269,12830.96
Headlight,severe,0.5758,0.8659,0.9506,5335.655096806434,1117.1680858529535,0.0,6452.82
Hood,minor,0.0962,0.9594,0.8291,0.0,2684.6847895005067,2725.470970295821,5410.16
Fender,minor,0.01,0.9682,0.7364,0.0,1755.5443310915493,2856.8329143499154,4612.38
Headlight,minor,0.124,0.4736,0.6167,0.0,734.817964644553,0.0,800.0
Headlight,moderate,0.1158,0.6812,0.4653,0.0,650.1922828634372,0.0,800.0
Trunk,severe,0.6583,0.763,0.6947,12455.677432996295,5920.683219910569,7702.319709922395,26078.68
Door,minor,0.0548,0.8707,0.7367,0.0,3454.2381123815117,2400.9682058350454,5855.21
Windshield,moderate,0.2019,0.7276,0.6424,0.0,2685.154680324932,0.0,2685.15
Door,severe,0.6383,0.5507,0.9188,15067.116194519273,5491.282275815244,7292.697071054592,27851.1
Windshield,moderate,0.1,0.5264,0.8171,7262.697374885534,1907.6458540088026,0.0,9170.34
Hood,moderate,0.2068,0.8683,0.7956,15446.607249077704,2892.806280641011,3132.3596471811425,21471.77
Fender,moderate,0.1,0.6762,0.7823,0.0,1902.2625222225986,2026.5473653850386,3928.81
Door,moderate,0.2229,0.5828,0.5856,0.0,3141.1999774504466,2368.99950926053,5510.2
Windshield,moderate,0.237,0.7961,0.574,0.0,1725.3153710883907,0.0,1725.32
Fender,moderate,0.4169,0.6939,0.8233,6412.173691796833,4297.832285112824,3708.591736777799,14418.6
Light,minor,0.01,0.7045,0.6196,0.0,662.6437294956726,0.0,800.0
